"Characters","Skill Name","Skill Level","Skill Description","SP Cost","Initial SP","Skill Duration","Charging Type",""
"","","4","The next attack hits {{times}:.0f} times, with each hit dealing {{atk_scale}:.0%} damage","4","","","",""
"","","5","The next attack hits {{times}:.0f} times, with each hit dealing {{atk_scale}:.0%} damage","4","","","",""
"","","6","The next attack hits {{times}:.0f} times, with each hit dealing {{atk_scale}:.0%} damage","4","","","",""
"","","7","The next attack hits {{times}:.0f} times, with each hit dealing {{atk_scale}:.0%} damage","4","","","",""
"","","8","The next attack hits {{times}:.0f} times, with each hit dealing {{atk_scale}:.0%} damage","4","","","",""
"","","9","The next attack hits {{times}:.0f} times, with each hit dealing {{atk_scale}:.0%} damage","4","","","",""
"","","10","The next attack hits {{times}:.0f} times, with each hit dealing {{atk_scale}:.0%} damage","4","","","",""
"Exusiai","Strafing Mode","1","Attacks deal {{attack@times}:.0f} hits, with each hit dealing {{attack@atk_scale}:.0%} damage","45","15","15","Regen over time",""
"","","2","Attacks deal {{attack@times}:.0f} hits, with each hit dealing {{attack@atk_scale}:.0%} damage","44","15","15","",""
"","","3","Attacks deal {{attack@times}:.0f} hits, with each hit dealing {{attack@atk_scale}:.0%} damage","43","15","15","",""
"","","4","Attacks deal {{attack@times}:.0f} hits, with each hit dealing {{attack@atk_scale}:.0%} damage","42","15","15","",""
"","","5","Attacks deal {{attack@times}:.0f} hits, with each hit dealing {{attack@atk_scale}:.0%} damage","41","15","15","",""
"","","6","Attacks deal {{attack@times}:.0f} hits, with each hit dealing {{attack@atk_scale}:.0%} damage","40","15","15","",""
"","","7","Attacks deal {{attack@times}:.0f} hits, with each hit dealing {{attack@atk_scale}:.0%} damage","39","18","15","",""
"","","8","Attacks deal {{attack@times}:.0f} hits, with each hit dealing {{attack@atk_scale}:.0%} damage","38","20","15","",""
"","","9","Attacks deal {{attack@times}:.0f} hits, with each hit dealing {{attack@atk_scale}:.0%} damage","37","22","15","",""
"","","10","Attacks deal {{attack@times}:.0f} hits, with each hit dealing {{attack@atk_scale}:.0%} damage","35","25","15","",""
"Exusiai","Overload Mode","1","Attacks deal {{attack@times}:.0f} hits. Automatic activation","50","20","15","Regen over time",""
"","","2","Attacks deal {{attack@times}:.0f} hits. Automatic activation","48","20","15","",""
"","","3","Attacks deal {{attack@times}:.0f} hits. Automatic activation","46","20","15","",""
"","","4","Attacks deal {{attack@times}:.0f} hits, slightly reduce attack interval ({base_attack_time} seconds). Automatic activation","44","20","15","",""
"","","5","Attacks deal {{attack@times}:.0f} hits, slightly reduce attack interval ({base_attack_time} seconds). Automatic activation","42","20","15","",""
"","","6","Attacks deal {{attack@times}:.0f} hits, slightly reduce attack interval ({base_attack_time} seconds). Automatic activation","40","20","15","",""
"","","7","Attacks deal {{attack@times}:.0f} hits, reduce attack interval ({base_attack_time} seconds). Automatic activation","38","20","15","",""
"","","8","Attacks deal {{attack@times}:.0f} hits, with each hit dealing {{attack@atk_scale}:.0%} damage. Reduce attack interval ({base_attack_time} seconds). Automatic activation","36","20","15","",""
"","","9","Attacks deal {{attack@times}:.0f} hits, with each hit dealing {{attack@atk_scale}:.0%} damage. Reduce attack interval ({base_attack_time} seconds). Automatic activation","34","20","15","",""
"","","10","Attacks deal {{attack@times}:.0f} hits, with each hit dealing {{attack@atk_scale}:.0%} damage. Reduce attack interval to a certain extent ({base_attack_time} seconds). Automatic activation","30","20","15","",""
"Schwarz","Augment Crossbow","1","The next attack has {{atk_scale}:.0%} Attack power and talent activation chance increases to {{talent@prob}:.0%}","5","","","Regen on attack",""
"","","2","The next attack has {{atk_scale}:.0%} Attack power and talent activation chance increases to {{talent@prob}:.0%}","5","","","",""
"","","3","The next attack has {{atk_scale}:.0%} Attack power and talent activation chance increases to {{talent@prob}:.0%}","5","","","",""
"","","4","The next attack has {{atk_scale}:.0%} Attack power and talent activation chance increases to {{talent@prob}:.0%}","4","","","",""
"","","5","The next attack has {{atk_scale}:.0%} Attack power and talent activation chance increases to {{talent@prob}:.0%}","4","","","",""
"","","6","The next attack has {{atk_scale}:.0%} Attack power and talent activation chance increases to {{talent@prob}:.0%}","4","","","",""
"","","7","The next attack has {{atk_scale}:.0%} Attack power and talent activation chance increases to {{talent@prob}:.0%}","4","","","",""
"","","8","The next attack has {{atk_scale}:.0%} Attack power and talent activation chance increases to {{talent@prob}:.0%}","4","","","",""
"","","9","The next attack has {{atk_scale}:.0%} Attack power and talent activation chance increases to {{talent@prob}:.0%}","4","","","",""
"","","10","The next attack has {{atk_scale}:.0%} Attack power and talent activation chance increases to {{talent@prob}:.0%}","3","","","",""
"Schwarz","Sharp Twilight Eye","1","Attack +{{atk}:.0%}, talent activation chance increases to {{talent@prob}:.0%}","40","10","30","Regen over time",""
"","","2","Attack +{{atk}:.0%}, talent activation chance increases to {{talent@prob}:.0%}","39","10","31","",""
"","","3","Attack +{{atk}:.0%}, talent activation chance increases to {{talent@prob}:.0%}","38","10","32","",""
"","","4","Attack +{{atk}:.0%}, talent activation chance increases to {{talent@prob}:.0%}","37","13","33","",""
"","","5","Attack +{{atk}:.0%}, talent activation chance increases to {{talent@prob}:.0%}","36","13","34","",""
"","","6","Attack +{{atk}:.0%}, talent activation chance increases to {{talent@prob}:.0%}","35","13","35","",""
"","","7","Attack +{{atk}:.0%}, talent activation chance increases to {{talent@prob}:.0%}","34","16","36","",""
"","","8","Attack +{{atk}:.0%}, talent activation chance increases to {{talent@prob}:.0%}","33","17","37","",""
"","","9","Attack +{{atk}:.0%}, talent activation chance increases to {{talent@prob}:.0%}","32","18","38","",""
"","","10","Attack +{{atk}:.0%}, talent activation chance increases to {{talent@prob}:.0%}","30","20","40","",""
"Schwarz","Termination of Tactics","1","Attack area changes to 3 tiles ahead of self, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, talent activation chance increases to {{talent@prob}:.0%}","35","5","15","Regen over time",""
"","","2","Attack area changes to 3 tiles ahead of self, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, talent activation chance increases to {{talent@prob}:.0%}","34","5","16","",""
"","","3","Attack area changes to 3 tiles ahead of self, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, talent activation chance increases to {{talent@prob}:.0%}","33","5","17","",""
"","","4","Attack area changes to 3 tiles ahead of self, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, talent activation chance increases to {{talent@prob}:.0%}","32","7","18","",""
"","","5","Attack area changes to 3 tiles ahead of self, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, talent activation chance increases to {{talent@prob}:.0%}","31","7","19","",""
"","","6","Attack area changes to 3 tiles ahead of self, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, talent activation chance increases to {{talent@prob}:.0%}","30","7","20","",""
"","","7","Attack area changes to 3 tiles ahead of self, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, talent activation chance increases to {{talent@prob}:.0%}","29","9","21","",""
"","","8","Attack area changes to 4 tiles ahead of self, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, talent activation chance increases to {{talent@prob}:.0%}","28","10","22","",""
"","","9","Attack area changes to 4 tiles ahead of self, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, talent activation chance increases to {{talent@prob}:.0%}","27","11","23","",""
"","","10","Attack area changes to 4 tiles ahead of self, slightly increase attack interval (+{base_attack_time} seconds), Attack +{{atk}:.0%}, talent activation chance increases to {{talent@prob}:.0%}","25","12","25","",""
"Siege","Leaping Hammer","1","The next attack deals {{atk_scale}:.0%} physical damage to all adjacent enemies. Additionally, obtain {{cost}:.0f} cost. Can hold {{ct}:.0f} charges","12","","","Regen over time",""
"","","2","The next attack deals {{atk_scale}:.0%} physical damage to all adjacent enemies. Additionally, obtain {{cost}:.0f} cost. Can hold {{ct}:.0f} charges","12","","","",""
"","","3","The next attack deals {{atk_scale}:.0%} physical damage to all adjacent enemies. Additionally, obtain {{cost}:.0f} cost. Can hold {{ct}:.0f} charges","12","","","",""
"","","4","The next attack deals {{atk_scale}:.0%} physical damage to all adjacent enemies. Additionally, obtain {{cost}:.0f} cost. Can hold {{ct}:.0f} charges","11","3","","",""
"","","5","The next attack deals {{atk_scale}:.0%} physical damage to all adjacent enemies. Additionally, obtain {{cost}:.0f} cost. Can hold {{ct}:.0f} charges","11","3","","",""
"","","6","The next attack deals {{atk_scale}:.0%} physical damage to all adjacent enemies. Additionally, obtain {{cost}:.0f} cost. Can hold {{ct}:.0f} charges","11","3","","",""
"","","7","The next attack deals {{atk_scale}:.0%} physical damage to all adjacent enemies. Additionally, obtain {{cost}:.0f} cost. Can hold {{ct}:.0f} charges","11","6","","",""
"","","8","The next attack deals {{atk_scale}:.0%} physical damage to all adjacent enemies. Additionally, obtain {{cost}:.0f} cost. Can hold {{ct}:.0f} charges","10","7","","",""
"","","9","The next attack deals {{atk_scale}:.0%} physical damage to all adjacent enemies. Additionally, obtain {{cost}:.0f} cost. Can hold {{ct}:.0f} charges","10","8","","",""
"","","10","The next attack deals {{atk_scale}:.0%} physical damage to all adjacent enemies. Additionally, obtain {{cost}:.0f} cost. Can hold {{ct}:.0f} charges","10","10","","",""
"Siege","Skull Crusher","1","Increase attack interval (+{base_attack_time} seconds), every attack deals {{attack@atk_scale}:.0%} damage and has {{attack@buff_prob}:.0%} chance to stun the target for {attack@stun} seconds","30","","15","Regen over time",""
"","","2","Increase attack interval (+{base_attack_time} seconds), every attack deals {{attack@atk_scale}:.0%} damage and has {{attack@buff_prob}:.0%} chance to stun the target for {attack@stun} seconds","30","","16","",""
"","","3","Increase attack interval (+{base_attack_time} seconds), every attack deals {{attack@atk_scale}:.0%} damage and has {{attack@buff_prob}:.0%} chance to stun the target for {attack@stun} seconds","30","","17","",""
"","","4","Increase attack interval (+{base_attack_time} seconds), every attack deals {{attack@atk_scale}:.0%} damage and has {{attack@buff_prob}:.0%} chance to stun the target for {attack@stun} seconds","30","5","18","",""
"","","5","Increase attack interval (+{base_attack_time} seconds), every attack deals {{attack@atk_scale}:.0%} damage and has {{attack@buff_prob}:.0%} chance to stun the target for {attack@stun} seconds","30","5","19","",""
"","","6","Increase attack interval (+{base_attack_time} seconds), every attack deals {{attack@atk_scale}:.0%} damage and has {{attack@buff_prob}:.0%} chance to stun the target for {attack@stun} seconds","30","5","20","",""
"","","7","Increase attack interval (+{base_attack_time} seconds), every attack deals {{attack@atk_scale}:.0%} damage and has {{attack@buff_prob}:.0%} chance to stun the target for {attack@stun} seconds","30","10","21","",""
"","","8","Increase attack interval (+{base_attack_time} seconds), every attack deals {{attack@atk_scale}:.0%} damage and has {{attack@buff_prob}:.0%} chance to stun the target for {attack@stun} seconds","30","15","22","",""
"","","9","Increase attack interval (+{base_attack_time} seconds), every attack deals {{attack@atk_scale}:.0%} damage and has {{attack@buff_prob}:.0%} chance to stun the target for {attack@stun} seconds","30","20","23","",""
"","","10","Increase attack interval (+{base_attack_time} seconds), every attack deals {{attack@atk_scale}:.0%} damage and has {{attack@buff_prob}:.0%} chance to stun the target for {attack@stun} seconds","30","25","25","",""
"Ifrit","Fanaticism","1","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}","50","","20","Regen over time",""
"","","2","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}","49","","20","",""
"","","3","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}","48","","20","",""
"","","4","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}","47","10","20","",""
"","","5","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}","46","10","20","",""
"","","6","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}","45","10","20","",""
"","","7","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}","44","15","20","",""
"","","8","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}","43","15","20","",""
"","","9","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}","42","15","20","",""
"","","10","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}","40","20","20","",""
"Ifrit","Sunburst","1","The next attack deals {{atk_scale}:.0%} magical damage. Additionally, inflict {{def}:.0f} Defense and burn the target for 3 seconds. Can hold {{ct}:.0f} charges","9","","-1","Regen over time",""
"","","2","The next attack deals {{atk_scale}:.0%} magical damage. Additionally, inflict {{def}:.0f} Defense and burn the target for 3 seconds. Can hold {{ct}:.0f} charges","9","","-1","",""
"","","3","The next attack deals {{atk_scale}:.0%} magical damage. Additionally, inflict {{def}:.0f} Defense and burn the target for 3 seconds. Can hold {{ct}:.0f} charges","9","","-1","",""
"","","4","The next attack deals {{atk_scale}:.0%} magical damage. Additionally, inflict {{def}:.0f} Defense and burn the target for 3 seconds. Can hold {{ct}:.0f} charges","8","","-1","",""
"","","5","The next attack deals {{atk_scale}:.0%} magical damage. Additionally, inflict {{def}:.0f} Defense and burn the target for 3 seconds. Can hold {{ct}:.0f} charges","8","","-1","",""
"","","6","The next attack deals {{atk_scale}:.0%} magical damage. Additionally, inflict {{def}:.0f} Defense and burn the target for 3 seconds. Can hold {{ct}:.0f} charges","8","","-1","",""
"","","7","The next attack deals {{atk_scale}:.0%} magical damage. Additionally, inflict {{def}:.0f} Defense and burn the target for 3 seconds. Can hold {{ct}:.0f} charges","8","","-1","",""
"","","8","The next attack deals {{atk_scale}:.0%} magical damage. Additionally, inflict {{def}:.0f} Defense and burn the target for 3 seconds. Can hold {{ct}:.0f} charges","7","","-1","",""
"","","9","The next attack deals {{atk_scale}:.0%} magical damage. Additionally, inflict {{def}:.0f} Defense and burn the target for 3 seconds. Can hold {{ct}:.0f} charges","7","","-1","",""
"","","10","The next attack deals {{atk_scale}:.0%} magical damage. Additionally, inflict {{def}:.0f} Defense and burn the target for 3 seconds. Can hold {{ct}:.0f} charges","7","","-1","",""
"Ifrit","Burning Ground","1","Deal {{atk_scale}:.0%} magical damage to enemies within attack range every second and inflict {{magic_resistance}:.0f} Magic resistance. However, Ifrit loses {{hp_ratio}:.0%} Max HP every second","40","","20","Regen over time",""
"","","2","Deal {{atk_scale}:.0%} magical damage to enemies within attack range every second and inflict {{magic_resistance}:.0f} Magic resistance. However, Ifrit loses {{hp_ratio}:.0%} Max HP every second","39","","20","",""
"","","3","Deal {{atk_scale}:.0%} magical damage to enemies within attack range every second and inflict {{magic_resistance}:.0f} Magic resistance. However, Ifrit loses {{hp_ratio}:.0%} Max HP every second","38","","20","",""
"","","4","Deal {{atk_scale}:.0%} magical damage to enemies within attack range every second and inflict {{magic_resistance}:.0f} Magic resistance. However, Ifrit loses {{hp_ratio}:.0%} Max HP every second","36","","20","",""
"","","5","Deal {{atk_scale}:.0%} magical damage to enemies within attack range every second and inflict {{magic_resistance}:.0f} Magic resistance. However, Ifrit loses {{hp_ratio}:.0%} Max HP every second","35","","20","",""
"","","6","Deal {{atk_scale}:.0%} magical damage to enemies within attack range every second and inflict {{magic_resistance}:.0f} Magic resistance. However, Ifrit loses {{hp_ratio}:.0%} Max HP every second","34","","20","",""
"","","7","Deal {{atk_scale}:.0%} magical damage to enemies within attack range every second and inflict {{magic_resistance}:.0f} Magic resistance. However, Ifrit loses {{hp_ratio}:.0%} Max HP every second","31","","20","",""
"","","8","Deal {{atk_scale}:.0%} magical damage to enemies within attack range every second and inflict {{magic_resistance}:.0f} Magic resistance. However, Ifrit loses {{hp_ratio}:.0%} Max HP every second","30","","20","",""
"","","9","Deal {{atk_scale}:.0%} magical damage to enemies within attack range every second and inflict {{magic_resistance}:.0f} Magic resistance. However, Ifrit loses {{hp_ratio}:.0%} Max HP every second","29","","20","",""
"","","10","Deal {{atk_scale}:.0%} magical damage to enemies within attack range every second and inflict {{magic_resistance}:.0f} Magic resistance. However, Ifrit loses {{hp_ratio}:.0%} Max HP every second","28","","20","",""
"Eyjafjalla","Double Chant","1","Attack speed +{{amgoat_s_1[a].attack_speed}:.0f}. On the 2nd cast and onwards, additionally increase Attack by +{{amgoat_s_1[b].atk}:.0%}","45","10","25","Regen over time",""
"","","2","Attack speed +{{amgoat_s_1[a].attack_speed}:.0f}. On the 2nd cast and onwards, additionally increase Attack by +{{amgoat_s_1[b].atk}:.0%}","44","10","25","",""
"","","3","Attack speed +{{amgoat_s_1[a].attack_speed}:.0f}. On the 2nd cast and onwards, additionally increase Attack by +{{amgoat_s_1[b].atk}:.0%}","43","10","25","",""
"","","4","Attack speed +{{amgoat_s_1[a].attack_speed}:.0f}. On the 2nd cast and onwards, additionally increase Attack by +{{amgoat_s_1[b].atk}:.0%}","42","15","25","",""
"","","5","Attack speed +{{amgoat_s_1[a].attack_speed}:.0f}. On the 2nd cast and onwards, additionally increase Attack by +{{amgoat_s_1[b].atk}:.0%}","41","15","25","",""
"","","6","Attack speed +{{amgoat_s_1[a].attack_speed}:.0f}. On the 2nd cast and onwards, additionally increase Attack by +{{amgoat_s_1[b].atk}:.0%}","40","15","25","",""
"","","7","Attack speed +{{amgoat_s_1[a].attack_speed}:.0f}. On the 2nd cast and onwards, additionally increase Attack by +{{amgoat_s_1[b].atk}:.0%}","39","20","25","",""
"","","8","Attack speed +{{amgoat_s_1[a].attack_speed}:.0f}. On the 2nd cast and onwards, additionally increase Attack by +{{amgoat_s_1[b].atk}:.0%}","38","20","25","",""
"","","9","Attack speed +{{amgoat_s_1[a].attack_speed}:.0f}. On the 2nd cast and onwards, additionally increase Attack by +{{amgoat_s_1[b].atk}:.0%}","37","20","25","",""
"","","10","Attack speed +{{amgoat_s_1[a].attack_speed}:.0f}. On the 2nd cast and onwards, additionally increase Attack by +{{amgoat_s_1[b].atk}:.0%}","35","25","25","",""
"Eyjafjalla","Ignite","1","The next attack deals {{fk}:.0%} magical damage, with enemies nearby the target receiving half the damage. Additionally, inflict {{magic_resistance}:.0%} Magic resistance to all targets for {{duration}:.0f} seconds. Can hold {{ct}:.0f} charges","7","","-1","Regen over time",""
"","","2","The next attack deals {{fk}:.0%} magical damage, with enemies nearby the target receiving half the damage. Additionally, inflict {{magic_resistance}:.0%} Magic resistance to all targets for {{duration}:.0f} seconds. Can hold {{ct}:.0f} charges","7","","-1","",""
"","","3","The next attack deals {{fk}:.0%} magical damage, with enemies nearby the target receiving half the damage. Additionally, inflict {{magic_resistance}:.0%} Magic resistance to all targets for {{duration}:.0f} seconds. Can hold {{ct}:.0f} charges","7","","-1","",""
"","","4","The next attack deals {{fk}:.0%} magical damage, with enemies nearby the target receiving half the damage. Additionally, inflict {{magic_resistance}:.0%} Magic resistance to all targets for {{duration}:.0f} seconds. Can hold {{ct}:.0f} charges","7","","-1","",""
"","","5","The next attack deals {{fk}:.0%} magical damage, with enemies nearby the target receiving half the damage. Additionally, inflict {{magic_resistance}:.0%} Magic resistance to all targets for {{duration}:.0f} seconds. Can hold {{ct}:.0f} charges","7","","-1","",""
"","","6","The next attack deals {{fk}:.0%} magical damage, with enemies nearby the target receiving half the damage. Additionally, inflict {{magic_resistance}:.0%} Magic resistance to all targets for {{duration}:.0f} seconds. Can hold {{ct}:.0f} charges","7","","-1","",""
"","","7","The next attack deals {{fk}:.0%} magical damage, with enemies nearby the target receiving half the damage. Additionally, inflict {{magic_resistance}:.0%} Magic resistance to all targets for {{duration}:.0f} seconds. Can hold {{ct}:.0f} charges","6","","-1","",""
"","","8","The next attack deals {{fk}:.0%} magical damage, with enemies nearby the target receiving half the damage. Additionally, inflict {{magic_resistance}:.0%} Magic resistance to all targets for {{duration}:.0f} seconds. Can hold {{ct}:.0f} charges","6","","-1","",""
"","","9","The next attack deals {{fk}:.0%} magical damage, with enemies nearby the target receiving half the damage. Additionally, inflict {{magic_resistance}:.0%} Magic resistance to all targets for {{duration}:.0f} seconds. Can hold {{ct}:.0f} charges","6","","-1","",""
"","","10","The next attack deals {{fk}:.0%} magical damage, with enemies nearby the target receiving half the damage. Additionally, inflict {{magic_resistance}:.0%} Magic resistance to all targets for {{duration}:.0f} seconds. Can hold {{ct}:.0f} charges","5","","-1","",""
"Eyjafjalla","Volcano","1","Attack +{{atk}:.0%}, increase attack range, greatly reduce attack interval ({base_attack_time} seconds). Attacks by firing lava randomly at up to {{attack@max_target}:.0f} enemies within attack range","80","30","15","Regen over time",""
"","","2","Attack +{{atk}:.0%}, increase attack range, greatly reduce attack interval ({base_attack_time} seconds). Attacks by firing lava randomly at up to {{attack@max_target}:.0f} enemies within attack range","80","31","15","",""
"","","3","Attack +{{atk}:.0%}, increase attack range, greatly reduce attack interval ({base_attack_time} seconds). Attacks by firing lava randomly at up to {{attack@max_target}:.0f} enemies within attack range","80","32","15","",""
"","","4","Attack +{{atk}:.0%}, increase attack range, greatly reduce attack interval ({base_attack_time} seconds). Attacks by firing lava randomly at up to {{attack@max_target}:.0f} enemies within attack range","80","33","15","",""
"","","5","Attack +{{atk}:.0%}, increase attack range, greatly reduce attack interval ({base_attack_time} seconds). Attacks by firing lava randomly at up to {{attack@max_target}:.0f} enemies within attack range","80","34","15","",""
"","","6","Attack +{{atk}:.0%}, increase attack range, greatly reduce attack interval ({base_attack_time} seconds). Attacks by firing lava randomly at up to {{attack@max_target}:.0f} enemies within attack range","80","35","15","",""
"","","7","Attack +{{atk}:.0%}, increase attack range, greatly reduce attack interval ({base_attack_time} seconds). Attacks by firing lava randomly at up to {{attack@max_target}:.0f} enemies within attack range","80","40","15","",""
"","","8","Attack +{{atk}:.0%}, increase attack range, greatly reduce attack interval ({base_attack_time} seconds). Attacks by firing lava randomly at up to {{attack@max_target}:.0f} enemies within attack range","80","45","15","",""
"","","9","Attack +{{atk}:.0%}, increase attack range, greatly reduce attack interval ({base_attack_time} seconds). Attacks by firing lava randomly at up to {{attack@max_target}:.0f} enemies within attack range","80","50","15","",""
"","","10","Attack +{{atk}:.0%}, increase attack range, greatly reduce attack interval ({base_attack_time} seconds). Attacks by firing lava randomly at up to {{attack@max_target}:.0f} enemies within attack range","80","55","15","",""
"Angelina","Secret Staff·Speed Charge Mode","1","Attack +{{atk}:.0%}. Automatic activation","10","","20","Regen on attack",""
"","","2","Attack +{{atk}:.0%}. Automatic activation","10","","21","",""
"","","3","Attack +{{atk}:.0%}. Automatic activation","10","","22","",""
"","","4","Attack +{{atk}:.0%}. Automatic activation","10","","25","",""
"","","5","Attack +{{atk}:.0%}. Automatic activation","10","","26","",""
"","","6","Attack +{{atk}:.0%}. Automatic activation","10","","27","",""
"","","7","Attack +{{atk}:.0%}. Automatic activation","10","","30","",""
"","","8","Attack +{{atk}:.0%}. Automatic activation","10","","31","",""
"","","9","Attack +{{atk}:.0%}. Automatic activation","10","","33","",""
"","","10","Attack +{{atk}:.0%}. Automatic activation","10","","35","",""
"Angelina","Secret Staff·Particle Mode","1","Massively reduce attack interval (reduced to {base_attack_time} seconds), however every attack will only deal {{damage_scale}:.0%} magical damage. Unable to attack when skill is not active","20","","20","Regen over time",""
"","","2","Massively reduce attack interval (reduced to {base_attack_time} seconds), however every attack will only deal {{damage_scale}:.0%} magical damage. Unable to attack when skill is not active","20","1","21","",""
"","","3","Massively reduce attack interval (reduced to {base_attack_time} seconds), however every attack will only deal {{damage_scale}:.0%} magical damage. Unable to attack when skill is not active","20","2","22","",""
"","","4","Massively reduce attack interval (reduced to {base_attack_time} seconds), however every attack will only deal {{damage_scale}:.0%} magical damage. Unable to attack when skill is not active","20","3","23","",""
"","","5","Massively reduce attack interval (reduced to {base_attack_time} seconds), however every attack will only deal {{damage_scale}:.0%} magical damage. Unable to attack when skill is not active","20","4","24","",""
"","","6","Massively reduce attack interval (reduced to {base_attack_time} seconds), however every attack will only deal {{damage_scale}:.0%} magical damage. Unable to attack when skill is not active","20","5","25","",""
"","","7","Massively reduce attack interval (reduced to {base_attack_time} seconds), however every attack will only deal {{damage_scale}:.0%} magical damage. Unable to attack when skill is not active","20","6","26","",""
"","","8","Massively reduce attack interval (reduced to {base_attack_time} seconds), however every attack will only deal {{damage_scale}:.0%} magical damage. Unable to attack when skill is not active","19","7","27","",""
"","","9","Massively reduce attack interval (reduced to {base_attack_time} seconds), however every attack will only deal {{damage_scale}:.0%} magical damage. Unable to attack when skill is not active","18","8","28","",""
"","","10","Massively reduce attack interval (reduced to {base_attack_time} seconds), however every attack will only deal {{damage_scale}:.0%} magical damage. Unable to attack when skill is not active","15","10","30","",""
"Angelina","Secret Staff·Anti-Gravity Mode","1","Reduce the weight of all enemies by 1 level. Increase attack range, Attack +{{atk}:.0%}, attack {{attack@max_target}:.0f} enemies simultaneously. Unable to attack when skill is not active","25","","10","Regen over time",""
"","","2","Reduce the weight of all enemies by 1 level. Increase attack range, Attack +{{atk}:.0%}, attack {{attack@max_target}:.0f} enemies simultaneously. Unable to attack when skill is not active","25","","11","",""
"","","3","Reduce the weight of all enemies by 1 level. Increase attack range, Attack +{{atk}:.0%}, attack {{attack@max_target}:.0f} enemies simultaneously. Unable to attack when skill is not active","25","","12","",""
"","","4","Reduce the weight of all enemies by 1 level. Increase attack range, Attack +{{atk}:.0%}, attack {{attack@max_target}:.0f} enemies simultaneously. Unable to attack when skill is not active","25","3","14","",""
"","","5","Reduce the weight of all enemies by 1 level. Increase attack range, Attack +{{atk}:.0%}, attack {{attack@max_target}:.0f} enemies simultaneously. Unable to attack when skill is not active","25","3","15","",""
"","","6","Reduce the weight of all enemies by 1 level. Increase attack range, Attack +{{atk}:.0%}, attack {{attack@max_target}:.0f} enemies simultaneously. Unable to attack when skill is not active","25","3","16","",""
"","","7","Reduce the weight of all enemies by 1 level. Increase attack range, Attack +{{atk}:.0%}, attack {{attack@max_target}:.0f} enemies simultaneously. Unable to attack when skill is not active","25","6","18","",""
"","","8","Reduce the weight of all enemies by 1 level. Increase attack range, Attack +{{atk}:.0%}, attack {{attack@max_target}:.0f} enemies simultaneously. Unable to attack when skill is not active","25","7","20","",""
"","","9","Reduce the weight of all enemies by 1 level. Increase attack range, Attack +{{atk}:.0%}, attack {{attack@max_target}:.0f} enemies simultaneously. Unable to attack when skill is not active","25","8","22","",""
"","","10","Reduce the weight of all enemies by 1 level. Increase attack range, Attack +{{atk}:.0%}, attack {{attack@max_target}:.0f} enemies simultaneously. Unable to attack when skill is not active","25","10","25","",""
"Shining","Creed","1","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}","50","","20","Regen over time",""
"","","2","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}","49","","20","",""
"","","3","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}","48","","20","",""
"","","4","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}","47","10","20","",""
"","","5","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}","46","10","20","",""
"","","6","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}","45","10","20","",""
"","","7","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}","44","14","20","",""
"","","8","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}","43","16","20","",""
"","","9","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}","42","18","20","",""
"","","10","Attack +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}","40","20","20","",""
"Shining","Automatic Cover","1","The next heal will grant a shield to the target that lasts for {{duration}:.0f} seconds. The shield can absorb damage equal to {{atk_scale}:.0%} of Shining's Attack. Additionally, it increases the target's Defense by {{def}:.0%}. Can hold {{ct}:.0f} charges","8","","-1","Regen over time",""
"","","2","The next heal will grant a shield to the target that lasts for {{duration}:.0f} seconds. The shield can absorb damage equal to {{atk_scale}:.0%} of Shining's Attack. Additionally, it increases the target's Defense by {{def}:.0%}. Can hold {{ct}:.0f} charges","8","","-1","",""
