Character,Rarity,SkillId,Skill Name,Skill Level,SP Cost,Initial SP,Skill Duration,Charging Type,Skill Description,o,o,o
,,,,2,20,0,32,,"Slows attack animation, Increase attack interval, Attack power +{{atk}:.0%}, attacked targets get stunned for {attack@stun} seconds",,,
,,,,3,20,0,33,,"Slows attack animation, Increase attack interval, Attack power +{{atk}:.0%}, attacked targets get stunned for {attack@stun} seconds",,,
,,,,4,20,0,34,,"Slows attack animation, Increase attack interval, Attack power +{{atk}:.0%}, attacked targets get stunned for {attack@stun} seconds",,,
,,,,5,20,0,35,,"Slows attack animation, Increase attack interval, Attack power +{{atk}:.0%}, attacked targets get stunned for {attack@stun} seconds",,,
,,,,6,20,0,36,,"Slows attack animation, Increase attack interval, Attack power +{{atk}:.0%}, attacked targets get stunned for {attack@stun} seconds",,,
,,,,7,20,5,37,,"Slows attack animation, Increase attack interval, Attack power +{{atk}:.0%}, attacked targets get stunned for {attack@stun} seconds",,,
,,,,8,20,6,38,,"Slows attack animation, Increase attack interval, Attack power +{{atk}:.0%}, attacked targets get stunned for {attack@stun} seconds",,,
,,,,9,20,8,39,,"Slows attack animation, Increase attack interval, Attack power +{{atk}:.0%}, attacked targets get stunned for {attack@stun} seconds",,,
,,,,10,20,10,40,,"Slows attack animation, Increase attack interval, Attack power +{{atk}:.0%}, attacked targets get stunned for {attack@stun} seconds",,,
FEater,5,skchr_panda_1,Metallic Union,1,6,0,-1,Regen over time,"The next attack will push the target away with small force, inflicting {{move_speed}:.0%} movement speed for {{duration}:.0f} seconds",,,
,,,,2,6,0,-1,,"The next attack will push the target away with small force, inflicting {{move_speed}:.0%} movement speed for {{duration}:.0f} seconds",,,
,,,,3,6,0,-1,,"The next attack will push the target away with small force, inflicting {{move_speed}:.0%} movement speed for {{duration}:.0f} seconds",,,
,,,,4,6,0,-1,,"The next attack will push the target away with medium force, inflicting {{move_speed}:.0%} movement speed for {{duration}:.0f} seconds",,,
,,,,5,6,0,-1,,"The next attack will push the target away with medium force, inflicting {{move_speed}:.0%} movement speed for {{duration}:.0f} seconds",,,
,,,,6,6,0,-1,,"The next attack will push the target away with medium force, inflicting {{move_speed}:.0%} movement speed for {{duration}:.0f} seconds",,,
,,,,7,6,0,-1,,"The next attack will push the target away with medium force, inflicting {{move_speed}:.0%} movement speed for {{duration}:.0f} seconds",,,
,,,,8,5,0,-1,,"The next attack will push the target away with medium force, inflicting {{move_speed}:.0%} movement speed for {{duration}:.0f} seconds",,,
,,,,9,5,0,-1,,"The next attack will push the target away with medium force, inflicting {{move_speed}:.0%} movement speed for {{duration}:.0f} seconds",,,
,,,,10,5,0,-1,,"The next attack will push the target away with large force, inflicting {{move_speed}:.0%} movement speed for {{duration}:.0f} seconds",,,
FEater,5,skchr_panda_2,Collapsing Strike,1,20,0,-1,Regen over time,"Immediately rush forward and target the closest enemy in a straight line ahead, pushing back all enemies around the target with medium force and dealing {{atk_scale}:.0%} physical damage. Additionally, inflict {{move_speed}:.0%} movement speed to all targets for {{duration}:.0f} seconds",,,
,,,,2,20,0,-1,,"Immediately rush forward and target the closest enemy in a straight line ahead, pushing back all enemies around the target with medium force and dealing {{atk_scale}:.0%} physical damage. Additionally, inflict {{move_speed}:.0%} movement speed to all targets for {{duration}:.0f} seconds",,,
,,,,3,20,0,-1,,"Immediately rush forward and target the closest enemy in a straight line ahead, pushing back all enemies around the target with medium force and dealing {{atk_scale}:.0%} physical damage. Additionally, inflict {{move_speed}:.0%} movement speed to all targets for {{duration}:.0f} seconds",,,
,,,,4,19,0,-1,,"Immediately rush forward and target the closest enemy in a straight line ahead, pushing back all enemies around the target with medium force and dealing {{atk_scale}:.0%} physical damage. Additionally, inflict {{move_speed}:.0%} movement speed to all targets for {{duration}:.0f} seconds",,,
,,,,5,19,0,-1,,"Immediately rush forward and target the closest enemy in a straight line ahead, pushing back all enemies around the target with medium force and dealing {{atk_scale}:.0%} physical damage. Additionally, inflict {{move_speed}:.0%} movement speed to all targets for {{duration}:.0f} seconds",,,
,,,,6,19,0,-1,,"Immediately rush forward and target the closest enemy in a straight line ahead, pushing back all enemies around the target with medium force and dealing {{atk_scale}:.0%} physical damage. Additionally, inflict {{move_speed}:.0%} movement speed to all targets for {{duration}:.0f} seconds",,,
,,,,7,18,0,-1,,"Immediately rush forward and target the closest enemy in a straight line ahead, pushing back all enemies around the target with large force and dealing {{atk_scale}:.0%} physical damage. Additionally, inflict {{move_speed}:.0%} movement speed to all targets for {{duration}:.0f} seconds",,,
,,,,8,17,0,-1,,"Immediately rush forward and target the closest enemy in a straight line ahead, pushing back all enemies around the target with large force and dealing {{atk_scale}:.0%} physical damage. Additionally, inflict {{move_speed}:.0%} movement speed to all targets for {{duration}:.0f} seconds",,,
,,,,9,16,0,-1,,"Immediately rush forward and target the closest enemy in a straight line ahead, pushing back all enemies around the target with large force and dealing {{atk_scale}:.0%} physical damage. Additionally, inflict {{move_speed}:.0%} movement speed to all targets for {{duration}:.0f} seconds",,,
,,,,10,15,0,-1,,"Immediately rush forward and target the closest enemy in a straight line ahead, pushing back all enemies around the target with huge force and dealing {{atk_scale}:.0%} physical damage. Additionally, inflict {{move_speed}:.0%} movement speed to all targets for {{duration}:.0f} seconds",,,
Orchid,3,skcom_quickattack[1],Swift Strike·Type α,1,55,0,25,Regen over time,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
,,,,2,54,0,25,,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
,,,,3,53,0,25,,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
,,,,4,50,0,25,,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
,,,,5,49,0,25,,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
,,,,6,48,0,25,,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
,,,,7,45,0,25,,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
Deepcolor,4,skchr_deepcl_1,Tentacles of Light & Shadow,1,40,0,30,Regen over time,"All tentacles gain +{{atk}:.0%} Attack and Defense power, Recover {{hp_recovery_per_sec}:.0f} HP every second",,,
,,,,2,39,0,30,,"All tentacles gain +{{atk}:.0%} Attack and Defense power, Recover {{hp_recovery_per_sec}:.0f} HP every second",,,
,,,,3,38,0,30,,"All tentacles gain +{{atk}:.0%} Attack and Defense power, Recover {{hp_recovery_per_sec}:.0f} HP every second",,,
,,,,4,37,0,30,,"All tentacles gain +{{atk}:.0%} Attack and Defense power, Recover {{hp_recovery_per_sec}:.0f} HP every second",,,
,,,,5,36,0,30,,"All tentacles gain +{{atk}:.0%} Attack and Defense power, Recover {{hp_recovery_per_sec}:.0f} HP every second",,,
,,,,6,35,0,30,,"All tentacles gain +{{atk}:.0%} Attack and Defense power, Recover {{hp_recovery_per_sec}:.0f} HP every second",,,
,,,,7,34,0,30,,"All tentacles gain +{{atk}:.0%} Attack and Defense power, Recover {{hp_recovery_per_sec}:.0f} HP every second",,,
,,,,8,33,0,30,,"All tentacles gain +{{atk}:.0%} Attack and Defense power, Recover {{hp_recovery_per_sec}:.0f} HP every second",,,
,,,,9,32,0,30,,"All tentacles gain +{{atk}:.0%} Attack and Defense power, Recover {{hp_recovery_per_sec}:.0f} HP every second",,,
,,,,10,30,0,30,,"All tentacles gain +{{atk}:.0%} Attack and Defense power, Recover {{hp_recovery_per_sec}:.0f} HP every second",,,
Deepcolor,4,skchr_deepcl_2,Vision Trap,1,80,40,25,Regen over time,"Increase attack range, all allies within attack range gain {{prob}:.0%} physical evasion",,,
,,,,2,80,42,28,,"Increase attack range, all allies within attack range gain {{prob}:.0%} physical evasion",,,
,,,,3,80,44,31,,"Increase attack range, all allies within attack range gain {{prob}:.0%} physical evasion",,,
,,,,4,80,46,34,,"Increase attack range, all allies within attack range gain {{prob}:.0%} physical evasion",,,
,,,,5,80,48,37,,"Increase attack range, all allies within attack range gain {{prob}:.0%} physical evasion",,,
,,,,6,80,50,40,,"Increase attack range, all allies within attack range gain {{prob}:.0%} physical evasion",,,
,,,,7,80,52,43,,"Increase attack range, all allies within attack range gain {{prob}:.0%} physical evasion",,,
,,,,8,80,54,47,,"Increase attack range, all allies within attack range gain {{prob}:.0%} physical evasion",,,
,,,,9,80,56,51,,"Increase attack range, all allies within attack range gain {{prob}:.0%} physical evasion",,,
,,,,10,80,60,55,,"Increase attack range, all allies within attack range gain {{prob}:.0%} physical evasion",,,
Earthspirit,4,skcom_atk_up[2],Attack Strengthening·Type β,1,40,0,25,Regen over time,Attack power +{{atk}:.0%},,,
,,,,2,40,0,25,,Attack power +{{atk}:.0%},,,
,,,,3,40,0,25,,Attack power +{{atk}:.0%},,,
,,,,4,37,0,25,,Attack power +{{atk}:.0%},,,
,,,,5,37,0,25,,Attack power +{{atk}:.0%},,,
,,,,6,37,0,25,,Attack power +{{atk}:.0%},,,
,,,,7,37,5,25,,Attack power +{{atk}:.0%},,,
,,,,8,37,5,25,,Attack power +{{atk}:.0%},,,
,,,,9,37,5,25,,Attack power +{{atk}:.0%},,,
,,,,10,35,10,25,,Attack power +{{atk}:.0%},,,
Earthspirit,4,skchr_skgoat_2,Quicksand,1,60,0,25,Regen over time,Stops attacking enemies. All enemies within attack range get stopped once every {interval} seconds,,,
,,,,2,58,0,25,,Stops attacking enemies. All enemies within attack range get stopped once every {interval} seconds,,,
,,,,3,56,0,25,,Stops attacking enemies. All enemies within attack range get stopped once every {interval} seconds,,,
,,,,4,54,5,25,,Stops attacking enemies. All enemies within attack range get stopped once every {interval} seconds,,,
,,,,5,52,5,25,,Stops attacking enemies. All enemies within attack range get stopped once every {interval} seconds,,,
,,,,6,50,5,25,,Stops attacking enemies. All enemies within attack range get stopped once every {interval} seconds,,,
,,,,7,48,10,25,,Stops attacking enemies. All enemies within attack range get stopped once every {interval} seconds,,,
,,,,8,46,10,25,,Stops attacking enemies. All enemies within attack range get stopped once every {interval} seconds,,,
,,,,9,44,10,25,,Stops attacking enemies. All enemies within attack range get stopped once every {interval} seconds,,,
,,,,10,40,15,25,,Stops attacking enemies. All enemies within attack range get stopped once every {interval} seconds,,,
Mayer,5,skchr_otter_1,Confusing Device,1,0,0,0,Passive,All mechanical otters gain {{prob}:.0%} physical and magic evasion,,,
,,,,2,0,0,0,,All mechanical otters gain {{prob}:.0%} physical and magic evasion,,,
,,,,3,0,0,0,,All mechanical otters gain {{prob}:.0%} physical and magic evasion,,,
,,,,4,0,0,0,,All mechanical otters gain {{prob}:.0%} physical and magic evasion,,,
,,,,5,0,0,0,,All mechanical otters gain {{prob}:.0%} physical and magic evasion,,,
,,,,6,0,0,0,,All mechanical otters gain {{prob}:.0%} physical and magic evasion,,,
,,,,7,0,0,0,,All mechanical otters gain {{prob}:.0%} physical and magic evasion,,,
,,,,8,0,0,0,,All mechanical otters gain {{prob}:.0%} physical and magic evasion. Allies adjacent to them also gain the same effect,,,
,,,,9,0,0,0,,All mechanical otters gain {{prob}:.0%} physical and magic evasion. Allies adjacent to them also gain the same effect,,,
,,,,10,0,0,0,,All mechanical otters gain {{prob}:.0%} physical and magic evasion. Allies adjacent to them also gain the same effect,,,
Mayer,5,skchr_otter_2,Explosive Retrieval,1,40,0,0,Regen over time,"Immediately detonate all deployed mechanical otters, dealing {{atk_scale}:.0%} magical damage to nearby enemies and stunning them for {stun} seconds. All detonated mechanical otters will be retrieved",,,
,,,,2,39,0,0,,"Immediately detonate all deployed mechanical otters, dealing {{atk_scale}:.0%} magical damage to nearby enemies and stunning them for {stun} seconds. All detonated mechanical otters will be retrieved",,,
,,,,3,38,0,0,,"Immediately detonate all deployed mechanical otters, dealing {{atk_scale}:.0%} magical damage to nearby enemies and stunning them for {stun} seconds. All detonated mechanical otters will be retrieved",,,
,,,,4,37,0,0,,"Immediately detonate all deployed mechanical otters, dealing {{atk_scale}:.0%} magical damage to nearby enemies and stunning them for {stun} seconds. All detonated mechanical otters will be retrieved",,,
,,,,5,36,0,0,,"Immediately detonate all deployed mechanical otters, dealing {{atk_scale}:.0%} magical damage to nearby enemies and stunning them for {stun} seconds. All detonated mechanical otters will be retrieved",,,
,,,,6,35,0,0,,"Immediately detonate all deployed mechanical otters, dealing {{atk_scale}:.0%} magical damage to nearby enemies and stunning them for {stun} seconds. All detonated mechanical otters will be retrieved",,,
,,,,7,34,0,0,,"Immediately detonate all deployed mechanical otters, dealing {{atk_scale}:.0%} magical damage to nearby enemies and stunning them for {stun} seconds. All detonated mechanical otters will be retrieved",,,
,,,,8,33,0,0,,"Immediately detonate all deployed mechanical otters, dealing {{atk_scale}:.0%} magical damage to nearby enemies and stunning them for {stun} seconds. All detonated mechanical otters will be retrieved",,,
,,,,9,32,0,0,,"Immediately detonate all deployed mechanical otters, dealing {{atk_scale}:.0%} magical damage to nearby enemies and stunning them for {stun} seconds. All detonated mechanical otters will be retrieved",,,
,,,,10,30,0,0,,"Immediately detonate all deployed mechanical otters, dealing {{atk_scale}:.0%} magical damage to nearby enemies and stunning them for {stun} seconds. All detonated mechanical otters will be retrieved",,,
Pramanix,5,skchr_slbell_1,Echo Reverb,1,40,10,10,Regen over time,Attacks {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed,,,
,,,,2,40,10,11,,Attacks {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed,,,
,,,,3,40,10,12,,Attacks {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed,,,
,,,,4,40,15,13,,Attacks {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed,,,
,,,,5,40,15,14,,Attacks {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed,,,
,,,,6,40,15,15,,Attacks {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed,,,
,,,,7,40,20,16,,Attacks {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed,,,
,,,,8,40,20,17,,Attacks {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed,,,
,,,,9,40,20,18,,Attacks {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed,,,
,,,,10,40,25,20,,Attacks {{attack@max_target}:.0f} targets simultaneously. All enemies within attack range have {{attack_speed}:.0f} attack speed,,,
Pramanix,5,skchr_slbell_2,Natural Shock,1,40,10,10,Regen over time,All enemies within attack range have {{def}:.0%} defense and {{magic_resistance}:.0%} magic resistance,,,
,,,,2,40,11,11,,All enemies within attack range have {{def}:.0%} defense and {{magic_resistance}:.0%} magic resistance,,,
,,,,3,40,12,12,,All enemies within attack range have {{def}:.0%} defense and {{magic_resistance}:.0%} magic resistance,,,
,,,,4,40,13,14,,All enemies within attack range have {{def}:.0%} defense and {{magic_resistance}:.0%} magic resistance,,,
,,,,5,40,14,15,,All enemies within attack range have {{def}:.0%} defense and {{magic_resistance}:.0%} magic resistance,,,
,,,,6,40,15,16,,All enemies within attack range have {{def}:.0%} defense and {{magic_resistance}:.0%} magic resistance,,,
,,,,7,40,16,18,,All enemies within attack range have {{def}:.0%} defense and {{magic_resistance}:.0%} magic resistance,,,
,,,,8,40,17,20,,All enemies within attack range have {{def}:.0%} defense and {{magic_resistance}:.0%} magic resistance,,,
,,,,9,40,18,22,,All enemies within attack range have {{def}:.0%} defense and {{magic_resistance}:.0%} magic resistance,,,
,,,,10,40,20,25,,All enemies within attack range have {{def}:.0%} defense and {{magic_resistance}:.0%} magic resistance,,,
Истина,5,skchr_glassb_1,Absolute Focus,1,50,20,20,Regen over time,Reduce attack interval,,,
,,,,2,49,20,21,,Reduce attack interval,,,
,,,,3,48,20,22,,Reduce attack interval,,,
,,,,4,47,20,23,,Highly reduce attack interval,,,
,,,,5,46,20,24,,Highly reduce attack interval,,,
,,,,6,45,20,25,,Highly reduce attack interval,,,
,,,,7,44,20,26,,Greatly reduce attack interval,,,
,,,,8,43,20,27,,Greatly reduce attack interval,,,
,,,,9,42,20,28,,Greatly reduce attack interval,,,
,,,,10,40,20,30,,Massively reduce attack interval,,,
Истина,5,skchr_glassb_2,Literary Storm,1,50,0,20,Regen over time,"Attack power +{{atk}:.0%}, Increase attack range, Attack 1 additional target",,,
,,,,2,50,3,20,,"Attack power +{{atk}:.0%}, Increase attack range, Attack 1 additional target",,,
,,,,3,50,6,20,,"Attack power +{{atk}:.0%}, Increase attack range, Attack 1 additional target",,,
,,,,4,50,10,22,,"Attack power +{{atk}:.0%}, Increase attack range, Attack 2 additional targets",,,
,,,,5,50,13,22,,"Attack power +{{atk}:.0%}, Increase attack range, Attack 2 additional targets",,,
,,,,6,50,16,22,,"Attack power +{{atk}:.0%}, Increase attack range, Attack 2 additional targets",,,
,,,,7,50,20,25,,"Attack power +{{atk}:.0%}, Increase attack range, Attack 2 additional targets",,,
,,,,8,50,23,25,,"Attack power +{{atk}:.0%}, Increase attack range, Attack 2 additional targets",,,
,,,,9,50,26,25,,"Attack power +{{atk}:.0%}, Increase attack range, Attack 2 additional targets",,,
,,,,10,50,30,25,,"Attack power +{{atk}:.0%}, Increase attack range, Attack 2 additional targets",,,
Sora,5,skchr_sora_1,Song of Slumber,1,60,30,7,Regen over time,"Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}",,,
,,,,2,60,30,7,,"Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}",,,
,,,,3,60,30,7,,"Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}",,,
,,,,4,60,35,7,,"Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}",,,
,,,,5,60,35,7,,"Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}",,,
,,,,6,60,35,7,,"Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}",,,
,,,,7,60,40,7,,"Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}",,,
,,,,8,60,41,7,,"Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}",,,
,,,,9,60,42,7,,"Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}",,,
,,,,10,60,45,7,,"Increase attack range, all enemies within attack range enter sleep status (stun+invulnerable). Additionally, trait effect increases to {{attack@atk_to_hp_recovery_ratio}:.0%}",,,
Sora,5,skchr_sora_2,Song of Battle,1,45,10,10,Regen over time,All allies within attack range gain Attack power equal to {{atk}:.0%} of Sora's Attack power,,,
,,,,2,45,10,11,,All allies within attack range gain Attack power equal to {{atk}:.0%} of Sora's Attack power,,,
,,,,3,45,10,12,,All allies within attack range gain Attack power equal to {{atk}:.0%} of Sora's Attack power,,,
,,,,4,45,15,15,,All allies within attack range gain Attack power equal to {{atk}:.0%} of Sora's Attack power,,,
,,,,5,45,15,16,,All allies within attack range gain Attack power equal to {{atk}:.0%} of Sora's Attack power,,,
,,,,6,45,15,17,,All allies within attack range gain Attack power equal to {{atk}:.0%} of Sora's Attack power,,,
,,,,7,45,20,20,,All allies within attack range gain Attack power equal to {{atk}:.0%} of Sora's Attack power,,,
,,,,8,45,21,23,,All allies within attack range gain Attack power equal to {{atk}:.0%} of Sora's Attack power,,,
,,,,9,45,22,26,,All allies within attack range gain Attack power equal to {{atk}:.0%} of Sora's Attack power,,,
,,,,10,45,25,30,,All allies within attack range gain Attack power equal to {{atk}:.0%} of Sora's Attack power,,,
Angelina,6,skchr_aglina_1,Secret Staff·Speed Charge Mode,1,10,0,20,Regen on attack,Attack power +{{atk}:.0%}. Automatic activation,,,
,,,,2,10,0,21,,Attack power +{{atk}:.0%}. Automatic activation,,,
,,,,3,10,0,22,,Attack power +{{atk}:.0%}. Automatic activation,,,
,,,,4,10,0,25,,Attack power +{{atk}:.0%}. Automatic activation,,,
,,,,5,10,0,26,,Attack power +{{atk}:.0%}. Automatic activation,,,
,,,,6,10,0,27,,Attack power +{{atk}:.0%}. Automatic activation,,,
,,,,7,10,0,30,,Attack power +{{atk}:.0%}. Automatic activation,,,
,,,,8,10,0,31,,Attack power +{{atk}:.0%}. Automatic activation,,,
,,,,9,10,0,33,,Attack power +{{atk}:.0%}. Automatic activation,,,
,,,,10,10,0,35,,Attack power +{{atk}:.0%}. Automatic activation,,,
Angelina,6,skchr_aglina_2,Secret Staff·Particle Mode,1,20,0,20,Regen over time,"Massively reduce attack interval, however every attack will only deal {{damage_scale}:.0%} magical damage. Unable to attack when skill is not active",,,
,,,,2,20,1,21,,"Massively reduce attack interval, however every attack will only deal {{damage_scale}:.0%} magical damage. Unable to attack when skill is not active",,,
,,,,3,20,2,22,,"Massively reduce attack interval, however every attack will only deal {{damage_scale}:.0%} magical damage. Unable to attack when skill is not active",,,
,,,,4,20,3,23,,"Massively reduce attack interval, however every attack will only deal {{damage_scale}:.0%} magical damage. Unable to attack when skill is not active",,,
,,,,5,20,4,24,,"Massively reduce attack interval, however every attack will only deal {{damage_scale}:.0%} magical damage. Unable to attack when skill is not active",,,
,,,,6,20,5,25,,"Massively reduce attack interval, however every attack will only deal {{damage_scale}:.0%} magical damage. Unable to attack when skill is not active",,,
,,,,7,20,6,26,,"Massively reduce attack interval, however every attack will only deal {{damage_scale}:.0%} magical damage. Unable to attack when skill is not active",,,
,,,,8,19,7,27,,"Massively reduce attack interval, however every attack will only deal {{damage_scale}:.0%} magical damage. Unable to attack when skill is not active",,,
,,,,9,18,8,28,,"Massively reduce attack interval, however every attack will only deal {{damage_scale}:.0%} magical damage. Unable to attack when skill is not active",,,
,,,,10,15,10,30,,"Massively reduce attack interval, however every attack will only deal {{damage_scale}:.0%} magical damage. Unable to attack when skill is not active",,,
Angelina,6,skchr_aglina_3,Secret Staff·Anti-Gravity Mode,1,25,0,10,Regen over time,"Reduce the weight of all enemies by 1 level. Increase attack range, Attack power +{{atk}:.0%}, Can attack {{attack@max_target}:.0f} enemies. Unable to attack when skill is not active",,,
,,,,2,25,0,11,,"Reduce the weight of all enemies by 1 level. Increase attack range, Attack power +{{atk}:.0%}, Can attack {{attack@max_target}:.0f} enemies. Unable to attack when skill is not active",,,
,,,,3,25,0,12,,"Reduce the weight of all enemies by 1 level. Increase attack range, Attack power +{{atk}:.0%}, Can attack {{attack@max_target}:.0f} enemies. Unable to attack when skill is not active",,,
,,,,4,25,3,14,,"Reduce the weight of all enemies by 1 level. Increase attack range, Attack power +{{atk}:.0%}, Can attack {{attack@max_target}:.0f} enemies. Unable to attack when skill is not active",,,
,,,,5,25,3,15,,"Reduce the weight of all enemies by 1 level. Increase attack range, Attack power +{{atk}:.0%}, Can attack {{attack@max_target}:.0f} enemies. Unable to attack when skill is not active",,,
,,,,6,25,3,16,,"Reduce the weight of all enemies by 1 level. Increase attack range, Attack power +{{atk}:.0%}, Can attack {{attack@max_target}:.0f} enemies. Unable to attack when skill is not active",,,
,,,,7,25,6,18,,"Reduce the weight of all enemies by 1 level. Increase attack range, Attack power +{{atk}:.0%}, Can attack {{attack@max_target}:.0f} enemies. Unable to attack when skill is not active",,,
,,,,8,25,7,20,,"Reduce the weight of all enemies by 1 level. Increase attack range, Attack power +{{atk}:.0%}, Can attack {{attack@max_target}:.0f} enemies. Unable to attack when skill is not active",,,
,,,,9,25,8,22,,"Reduce the weight of all enemies by 1 level. Increase attack range, Attack power +{{atk}:.0%}, Can attack {{attack@max_target}:.0f} enemies. Unable to attack when skill is not active",,,
,,,,10,25,10,25,,"Reduce the weight of all enemies by 1 level. Increase attack range, Attack power +{{atk}:.0%}, Can attack {{attack@max_target}:.0f} enemies. Unable to attack when skill is not active",,,
Fang,3,skcom_charge_cost[1],Assault Order·Type α,1,30,0,0,Regen over time,Immediately obtain {{cost}:.0f} cost,,,
,,,,2,29,0,0,,Immediately obtain {{cost}:.0f} cost,,,
,,,,3,28,0,0,,Immediately obtain {{cost}:.0f} cost,,,
,,,,4,27,3,0,,Immediately obtain {{cost}:.0f} cost,,,
,,,,5,26,3,0,,Immediately obtain {{cost}:.0f} cost,,,
,,,,6,25,3,0,,Immediately obtain {{cost}:.0f} cost,,,
,,,,7,25,6,0,,Immediately obtain {{cost}:.0f} cost,,,
Vanilla,3,skchr_wyvern_1,Assault Order·Reinforcements,1,25,0,10,Regen over time,"Immediately obtain {{cost}:.0f} cost, Attack power +{{atk}:.0%}",,,
,,,,2,25,1,10,,"Immediately obtain {{cost}:.0f} cost, Attack power +{{atk}:.0%}",,,
,,,,3,25,2,10,,"Immediately obtain {{cost}:.0f} cost, Attack power +{{atk}:.0%}",,,
,,,,4,23,3,10,,"Immediately obtain {{cost}:.0f} cost, Attack power +{{atk}:.0%}",,,
,,,,5,22,3,10,,"Immediately obtain {{cost}:.0f} cost, Attack power +{{atk}:.0%}",,,
,,,,6,21,3,10,,"Immediately obtain {{cost}:.0f} cost, Attack power +{{atk}:.0%}",,,
,,,,7,20,6,10,,"Immediately obtain {{cost}:.0f} cost, Attack power +{{atk}:.0%}",,,
Plume,3,skcom_quickattack[1],Swift Strike·Type α,1,55,0,25,Regen over time,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
,,,,2,54,0,25,,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
,,,,3,53,0,25,,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
,,,,4,50,0,25,,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
,,,,5,49,0,25,,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
,,,,6,48,0,25,,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
,,,,7,45,0,25,,"Attack power +{{atk}:.0%}, Attack speed +{{attack_speed}:.0f}",,,
Courier,4,skcom_charge_cost[2],Assault Order·Type β,1,39,8,0,Regen over time,Immediately obtain {{cost}:.0f} cost,,,
,,,,2,38,8,0,,Immediately obtain {{cost}:.0f} cost,,,
,,,,3,37,8,0,,Immediately obtain {{cost}:.0f} cost,,,
,,,,4,36,9,0,,Immediately obtain {{cost}:.0f} cost,,,
,,,,5,35,9,0,,Immediately obtain {{cost}:.0f} cost,,,
,,,,6,34,9,0,,Immediately obtain {{cost}:.0f} cost,,,
,,,,7,33,10,0,,Immediately obtain {{cost}:.0f} cost,,,
,,,,8,32,11,0,,Immediately obtain {{cost}:.0f} cost,,,
,,,,9,31,12,0,,Immediately obtain {{cost}:.0f} cost,,,
,,,,10,30,13,0,,Immediately obtain {{cost}:.0f} cost,,,
Courier,4,skchr_blackd_2,Assault Order·Defend,1,40,12,15,Regen over time,"Immediately obtain {{blackd_s_2[once].cost}:.0f} cost. Gradually obtain {{blackd_s_2[period].trig_cnt}:.0f} cost while the skill is active, additionally Defense power +{{blackd_s_2[period].def}:.0%}",,,
